CV step,Epochs GNN,Epochs Classifier,Learning rate,Smoothing,drop_method,drop_rate,MLP Architecture,Test Accuracy,Test Precision
3,500,100,0.001,0.1,dropedge,0.0,"(512, 256, 128, 64)",0.5131578947368421,0.6551724137931034
4,500,100,0.001,0.1,dropedge,0.0,"(512, 256, 128, 64)",0.5526315789473685,0.7948717948717948
0,500,100,0.001,0.1,dropedge,0.01,"(512, 256, 128, 64)",0.8947368421052632,0.8369565217391305
1,500,100,0.001,0.1,dropedge,0.01,"(512, 256, 128, 64)",0.8881578947368421,0.8736842105263158
2,500,100,0.001,0.1,dropedge,0.01,"(512, 256, 128, 64)",0.8947368421052632,0.8526315789473684
3,500,100,0.001,0.1,dropedge,0.01,"(512, 256, 128, 64)",0.8552631578947368,0.8426966292134831
4,500,100,0.001,0.1,dropedge,0.01,"(512, 256, 128, 64)",0.868421052631579,0.8585858585858586
0,500,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.8421052631578947,0.7647058823529411
1,500,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.7894736842105263,0.8043478260869565
2,500,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.8355263157894737,0.8372093023255814
3,500,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.7302631578947368,0.7916666666666666
4,500,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.8486842105263158,0.8541666666666666
0,500,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.7039473684210527,0.6571428571428571
1,500,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.8289473684210527,0.7870370370370371
2,500,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.7302631578947368,0.675
3,500,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.7631578947368421,0.7526881720430108
4,500,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.7236842105263158,0.7816091954022989
0,500,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.5921052631578947,0.58
1,500,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.5723684210526315,0.676923076923077
2,500,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.6118421052631579,0.65
3,500,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.5657894736842105,0.6231884057971014
4,500,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.5131578947368421,0.7073170731707317
0,500,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.4868421052631579,0.5
1,500,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.5592105263157895,0.5801526717557252
2,500,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.5,0.5454545454545454
3,500,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.5328947368421053,0.5545454545454546
4,500,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.618421052631579,0.6542056074766355
